1649980800.7136757,39942.343
1649980801.5804734,39942.54
1649980802.239166,39943.008
1649980802.4671261,39940.19
1649980802.8019948,39949.654
1649980803.9851735,39949.922
1649980804.5067282,39949.878000000004
1649980804.7587688,39944.868
1649980805.2649655,39944.545
1649980805.5876505,39944.768000000004
1649980806.8358505,39944.834
1649980807.1882336,39948.555
1649980807.6418822,39948.551
1649980808.0167878,39952.853
1649980809.0920284,39952.877
1649980809.4102058,39951.715000000004
1649980811.5546112,39951.747
1649980812.0392497,39951.849
1649980813.3008,39954.723
1649980814.3466408,39951.707
1649980815.9609282,39951.878000000004
1649980815.9633088,39951.882
1649980816.9059653,39951.783
1649980817.6342971,39951.974
1649980818.007801,39951.865
1649980820.9438078,39951.104
1649980822.8317459,39950.526
1649980822.8477068,39950.413
1649980823.1975296,39950.426
1649980823.8648524,39947.520000000004
1649980824.2938821,39942.943
1649980825.3021524,39942.531
1649980826.3822975,39918.090000000004
1649980827.1852894,39922.200000000004
1649980828.899824,39920.869
1649980828.902338,39921.874
1649980829.108425,39919.87
1649980830.3868551,39918.038
1649980830.6395369,39919.224
1649980831.3498652,39919.227
1649980831.5311222,39921.939
1649980832.2114646,39922.004
1649980832.7437298,39922.238
1649980834.658661,39922.373
1649980835.4260864,39922.352
1649980836.6707904,39922.338
1649980836.901626,39920.689
1649980837.605794,39920.457
1649980838.5223184,39920.495
1649980838.7545123,39921.802
1649980838.9841821,39921.968
1649980839.304398,39921.845
1649980840.4188006,39921.845
1649980840.6506727,39921.85
1649980840.8543007,39920.564
1649980843.1257908,39919.603
1649980843.362812,39919.779
1649980844.579373,39919.473
1649980846.5135596,39918.83
1649980846.744,39918.912000000004
1649980846.7466273,39917.966
1649980846.974441,39917.075000000004
1649980854.3091614,39914.856
1649980862.2258065,39903.702
1649980862.7474768,39903.802
1649980864.128381,39903.856
1649980864.6792157,39903.897
1649980865.0933356,39903.917
1649980866.5915568,39905.569
1649980866.8850398,39905.629
1649980867.73369,39904.72
1649980867.8743224,39904.456
1649980868.3602748,39904.715000000004
1649980868.9570386,39906.494
1649980869.2714431,39906.695
1649980871.922937,39908.004
1649980872.1560197,39906.102
1649980874.88439,39906.444
1649980875.1250148,39906.444
1649980876.319536,39908.464
1649980877.3631985,39910.086
1649980877.7593198,39911.946
1649980878.6228821,39913.33
1649980879.2114427,39915.992
1649980879.4454908,39916.229
1649980879.869862,39916.389
1649980880.1338441,39916.879
