1650240001.0912297,100.21058500000001
1650240003.182121,100.209129
1650240004.2620516,100.209185
1650240005.8072424,100.208822
1650240009.462038,100.207067
1650240010.6900442,100.163366
1650240011.1205893,100.157824
1650240012.4593012,100.163965
1650240012.4743605,100.166414
1650240012.4762077,100.166414
1650240015.9747338,100.158051
1650240015.995744,100.15972500000001
1650240016.010147,100.136869
1650240018.1346307,100.139745
1650240018.425789,100.147186
1650240019.7375052,100.1511
1650240020.0315464,100.154604
1650240025.4119434,100.160078
1650240026.2314608,100.1628
1650240027.8568249,100.162463
1650240028.336028,100.157814
1650240029.917176,100.156676
1650240031.804913,100.161844
1650240032.4488904,100.148585
1650240033.3149428,100.141747
1650240033.3334131,100.140856
1650240034.672656,100.135801
1650240035.6333284,100.136523
1650240036.1690562,100.136741
1650240037.8505394,100.136741
1650240040.0319328,100.14341
1650240040.1305945,100.169183
1650240041.8780062,100.174504
1650240042.5421307,100.197355
1650240045.729852,100.195255
1650240051.1687448,100.222502
1650240051.5001655,100.185478
1650240053.1757205,100.180982
1650240054.9492633,100.17434
1650240055.49746,100.172639
1650240057.8004208,100.166155
1650240059.9131482,100.163563
1650240062.6698265,100.168113
1650240064.6737216,100.155191
1650240066.3561473,100.120306
1650240066.9241178,100.117985
1650240068.3061519,100.116646
1650240068.7465117,100.122343
1650240070.4308627,100.119236
1650240071.0465946,100.115005
1650240074.9379854,100.125881
1650240079.2868319,100.12575700000001
1650240080.4534135,100.13
1650240080.8725977,100.129874
1650240085.3698096,100.165953
1650240086.0935023,100.186195
1650240086.9072924,100.188311
1650240087.4530861,100.1861
1650240091.7680702,100.19154400000001
1650240093.326453,100.15624100000001
1650240093.8410678,100.158674
1650240094.2740304,100.157887
1650240094.529106,100.14426
1650240096.354419,100.143465
1650240096.5609474,100.151211
1650240097.3506994,100.151211
1650240097.9055753,100.151211
1650240100.8663094,100.144132
1650240101.2555192,100.131468
1650240102.5501275,100.125977
1650240104.0932286,100.124943
1650240104.5078967,100.126329
1650240104.613823,100.126078
1650240105.252778,100.12454100000001
1650240106.506612,100.107867
1650240106.5247786,100.109187
1650240107.1643538,100.108993
1650240107.52211,100.093942
1650240108.5766754,100.096085
1650240108.8090148,100.094769
1650240110.1937819,100.095726
1650240111.0346024,100.092235
1650240111.465849,100.09508
1650240112.0572062,100.093317
1650240113.9415712,100.08628
1650240114.455469,100.076695
1650240116.1756783,100.07641600000001
1650240116.7733257,100.060916
1650240117.254627,100.060074
1650240118.112221,100.04590900000001
1650240118.6376283,100.045806
1650240119.495885,100.046137
1650240124.266935,100.045902
1650240124.8325062,100.036699
1650240125.5865152,100.04306
1650240126.740081,100.043076
1650240127.502187,100.042902
1650240130.452965,100.042344
1650240131.75636,100.04208200000001
1650240133.6152008,100.03995400000001
1650240134.9573836,100.044661
1650240136.9204378,100.04270100000001
1650240139.367947,100.051069
1650240143.515247,100.125739
1650240146.3087845,100.16631
1650240147.0975482,100.169027
1650240149.1927009,100.168315
1650240149.2943118,100.166822
1650240153.2806623,100.169433
1650240154.046859,100.163349
1650240159.5689416,100.145987
1650240161.7560656,100.099789
1650240161.9887528,100.03935800000001
1650240162.0935898,100.041171
1650240169.2118747,100.041171
1650240169.22632,100.023302
1650240169.2560954,100.024556
